id,name,popularity,explicit,duration_ms,album_name,album_release_date,artist_names,artist_ids,lyrics
68ZH508jTf6uYXKs3uZ1L7,A Morning Walk,28,False,256000,A Morning Walk,2022-03-04,Crandon Park,4LRsoQvvdoj9acCuulz9ah,
1EicIltT8Nr9wPKNycgL36,24 Hours Before - Balearic Sunset Mix,22,False,207324,24 Hours Before,2023-08-04,"Zemyu, Martin Eigenberg","2tVbTOwMJMnXrlEIih1aYO, 23J5hZ2N7m0UpmdziiYAc2",
0vL39MXhqu9JAixlCjlbfT,MCMLXXX - IV,32,False,202500,MCMLXXX - IV,2023-03-10,"Martin Eigenberg, Crandon Park","23J5hZ2N7m0UpmdziiYAc2, 4LRsoQvvdoj9acCuulz9ah",
12o3BWl12ywORFkGwyumq4,Morning U,38,False,203671,Nightwhisper,2020-05-01,Jody Wisternoff,5gTVJRQmuS88nOhhdHqErL,
7KvOV30zPob5fTFeSrgBAv,This World Is So Amazing,0,False,269256,Traveller,2016-07-08,"YORK, Rank 1, Lola","20L5MecnuNujUE6imrfK0Q, 1eQe86RbDKRIiGZk08r9YJ, 4dIkKOv2HxJImbUkUyUKba",
0nGoOrfS85zzbLDervmW15,Ocean,13,False,246479,Ocean,2024-08-23,"Oine, Thomas Lemmer, ROO J","3BnZE8V5fUS3QFE5mGSDGr, 01Ix2zdjR4PQ2eYMpclD9d, 5zFu0WCNyyhIhuU7jKCvfN",
1tqntFWYFlbBuXpAVt2p0m,Current,46,False,350974,Caught a Black Rabbit,2020-11-27,Phoria,0HDxlFsXwyrpufs4YgTNMm,
0HkqBi1na692hJl5nrTDit,restless,34,False,157500,restless,2023-07-25,"Øneheart, Kazukii","0dgJbQ0bKPyUXco8hEXN7X, 5d07MpiIaNmmEMTq79KAga",
4h7MUPSpXHaVtMUNihMgPU,Rituals,29,False,189461,Reflections 01,2022-05-23,Sleep Surgeon,5Miv6SXEFSeNVMot3CQPoq,
6858rnMLUGwJaunVnvYCqW,Breeze,39,False,224000,Breeze,2022-02-04,"Zazenkai, Chill Advisor","53SJovBw6wYRNkrqfccLLh, 2POmRsS3AGB7NAbw5QBqHj",
3vM7pu2T1rSdUyFM7qyULV,The Beach - Beatless,25,False,241881,Beatless EP,2022-12-30,Blank & Jones,2XTff332rrZaE1rBM47Krp,
1IGS9j7d1DQxZ30yZFbZyf,Beautiful Mind,18,False,292000,Beautiful Mind,2021-12-17,Nicholas Gunn,54EYfCxN1dGJKec029vO7S,
6LOEGV4WY6gNry6REo1XHO,A Day In Miami Beach,36,False,162166,A Day In Miami Beach,2024-04-26,Miami Deco,0sCZDZ1GPiBo3Ei7qOXTNt,
